address,adname,biz_ext,biz_type,childtype,cityname,distance,id,importance,location,name,parent,photos,pname,poiweight,shopid,shopinfo,tel,type,typecode
新都全球家具建材CBD园区,新都区,[],[],[],成都市,[],B001C8OD2M,[],"104.020955,30.844977",中润·欧洲城,[],[],四川省,[],[],0,[],购物服务;家居建材市场;家具建材综合市场,060601
锦晖西一街99号,武侯区,[],[],[],成都市,[],B001C8O95Z,[],"104.061255,30.585054",荣盛·布鲁明顿广场,[],[],四川省,[],[],0,028-85922209,商务住宅;楼宇;商务写字楼,120201
磨子巷8号-附17、18号西60米,武侯区,[],[],[],成都市,[],B001C8O6GM,[],"104.073916,30.629871",新棕北商务大厦,[],[],四川省,[],[],0,[],商务住宅;楼宇;商务写字楼,120201
北站东一路83(距火车北站地铁站420米),金牛区,[],[],[],成都市,[],B001C8MGF1,[],"104.076572,30.692791",成都铁路蓉铁大厦,[],[],四川省,[],[],0,[],商务住宅;楼宇;商务写字楼,120201
建设路9号,成华区,[],[],308,成都市,[],B001C80TOB,[],"104.104275,30.668902",高地中心,B001C7WDHQ,[],四川省,[],[],0,[],商务住宅;楼宇;商务写字楼,120201
西林路138号,成华区,[],[],[],成都市,[],B001C80BYO,[],"104.099930,30.699174",瑞祥·商厦,[],[],四川省,[],[],0,[],商务住宅;楼宇;商住两用楼宇,120203
华星路2号附1号,锦江区,[],[],[],成都市,[],B001C808AH,[],"104.09194,30.662104",大陆·玉沙生活广场,[],[],四川省,[],[],0,028-86632735,购物服务;商场;普通商场,060102
安阜街9号,温江区,[],[],[],成都市,[],B001C8011R,[],"103.776689,30.749202",惠民百货商场,[],[],四川省,[],[],0,[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100
二环路西三段19号,金牛区,[],[],[],成都市,[],B001C7YKX8,[],"104.032261,30.682903",恒远大厦,[],[],四川省,[],[],0,028-87718788,商务住宅;楼宇;商务写字楼,120201
暑袜中街51号,锦江区,[],[],[],成都市,[],B001C7WLOZ,[],"104.073934,30.65719",锦昕商场,[],[],四川省,[],[],0,[],购物服务;商场;普通商场,060102
人民中路二段70号,青羊区,[],[],[],成都市,[],B001C7WJLQ,[],"104.066661,30.671316",东渡国际时代凯悦,[],[],四川省,[],[],0,[],商务住宅;楼宇;商住两用楼宇,120203
二环路东五段29号,锦江区,[],[],[],成都市,[],B001C7WAIE,[],"104.096472,30.621009",成都锦华路万达广场,[],[],四川省,[],[],0,028-66618886,购物服务;商场;购物中心,060101
红牌楼高升桥路23号,武侯区,[],[],[],成都市,[],B001C7USIY,[],"104.032789,30.635625",红牌楼商业城,[],[],四川省,[],[],0,[],购物服务;商场;普通商场,060102
一环路东二段126号,成华区,[],[],[],成都市,[],B001C7U9CG,[],"104.101015,30.66496",四川电子科贸大楼,[],[],四川省,[],[],0,028-84314791,商务住宅;楼宇;商务写字楼,120201
晋阳路与晋吉北路交汇处,武侯区,[],[],308,成都市,[],B0FFFQX0XH,[],"103.996196,30.648443",天街,B0FFHS0QKG,[],四川省,[],[],0,028-67897700;028-67897766,购物服务;商场;购物中心,060101
棠湖南路一段109-121号,双流区,[],[],[],成都市,[],B0FFFAC6XW,[],"103.919929,30.569078",棠湖春天,[],[],四川省,[],[],0,028-85809520,购物服务;商场;普通商场,060102
交子大道399号,武侯区,[],[],[],成都市,[],B0FFJBR311,[],"104.051943,30.581354",中海·华府天地,[],[],四川省,[],[],0,[],购物服务;商场;商场,060100
怀远镇文井中路,崇州市,[],[],[],成都市,[],B0FFFY646J,[],"103.525772,30.743065",乐购生活购物中心,[],[],四川省,[],[],0,[],购物服务;超级市场;超市,060400
晋原镇晋源镇温泉路205号凯旋城,大邑县,[],[],[],成都市,[],B0FFF3ADNB,[],"103.521982,30.575460",春天百货(温泉路店),[],[],四川省,[],[],0,[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100
汇泉南路272号,锦江区,[],[],[],成都市,[],B0FFGCAAEL,[],"104.106520,30.630017",镏金岁月商业广场,[],[],四川省,[],[],0,[],购物服务;购物相关场所;购物相关场所,060000
西华大道16号欢乐谷内(华侨城大剧院对面),金牛区,[],[],[],成都市,[],B001C8VJF2,[],"104.033332,30.718351",成都麦鲁小城,[],[],四川省,[],[],0,028-62562012;028-61894030,购物服务;商场;购物中心,060101
天彭镇外南街13号,彭州市,[],[],[],成都市,[],B001C09KTP,[],"103.943326,30.977682",强生商业城,[],[],四川省,[],[],0,[],购物服务;商场;普通商场,060102
兴园一路59号,新津区,[],[],[],成都市,[],B0FFGR35TW,[],"103.818729,30.425877",融信时代广场,[],[],四川省,[],[],0,028-82422252,购物服务;商场;购物中心,060101
十陵街道灵龙路1号,龙泉驿区,[],[],[],成都市,[],B0FFFCUUXV,[],"104.184261,30.651816",月楿广场,[],[],四川省,[],[],0,028-84606816,购物服务;商场;购物中心,060101
永康西路398号,崇州市,[],[],[],成都市,[],B001C8OLUN,[],"103.669433,30.62258",九龙·天瑞生活广场,[],[],四川省,[],[],0,[],购物服务;商场;购物中心|商务住宅;楼宇;商务写字楼,060101|120201
大弯南路5号,青白江区,[],[],[],成都市,[],B001C025D4,[],"104.26878,30.87384",三桥商业广场,[],[],四川省,[],[],0,[],购物服务;商场;普通商场,060102
高新区益州大道1999号银泰城悦坊2栋1-3,武侯区,[],[],202,成都市,[],B0FFJD91VM,[],"104.059767,30.540168",RELX悦刻银泰城悦坊直营店,B001C95DSR,[],四川省,[],[],1,19180869724,购物服务;购物相关场所;购物相关场所,060000
康宁街301号,金堂县,[],[],308,成都市,[],B0FFG9TQF8,[],"104.420070,30.861984",泰康·缤悦广场,B0FFG1JCZM,[],四川省,[],[],0,[],购物服务;商场;普通商场|商务住宅;楼宇;商务写字楼,060102|120201
成金大道21号,金堂县,[],[],[],成都市,[],B0FFHF0IZF,[],"104.433464,30.842504",金天地·城市广场,[],[],四川省,[],[],0,028-84921188,购物服务;商场;普通商场,060102
航都大街与龙桥路交汇处(时代奥特莱斯旁),双流区,[],[],[],成都市,[],B0FFF0051J,[],"103.947026,30.597033",时代广场(航都大街二段),[],[],四川省,[],[],0,[],购物服务;商场;购物中心,060101
崇阳街道永康西路601号,崇州市,[],[],[],成都市,[],B0FFH0V0OW,[],"103.661641,30.621845",云庭商业广场,[],[],四川省,[],[],0,[],购物服务;商场;普通商场,060102
汇兴路与汇通路交汇处东北100米,金牛区,[],[],308,成都市,[],B0FFGALSMF,[],"104.089983,30.795868",成都国际商贸城四季天街,B001C8MBSE,[],四川省,[],[],0,[],购物服务;商场;普通商场,060102
籍田镇东一街38号,双流区,[],[],[],成都市,[],B0FFH4407A,[],"104.024751,30.306190",多美特购物中心,[],[],四川省,[],[],0,[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100
创智东2路58号,郫都区,[],[],[],成都市,[],B0FFFGN14Q,[],"103.901535,30.788184",绿地·缤纷城,[],[],四川省,[],[],0,[],购物服务;商场;购物中心,060101
犀浦街道国宁东路69号,郫都区,[],[],[],成都市,[],B0FFFEVXVO,[],"103.975688,30.756192",百伦广场(犀浦店),[],[],四川省,[],[],0,028-87931988;028-87858095,商务住宅;楼宇;商住两用楼宇,120203
人民北路二段198号附5号,金牛区,[],[],[],成都市,[],B001C08W7X,[],"104.073879,30.691496",太阳广场,[],[],四川省,[],[],0,028-83390853,购物服务;商场;普通商场,060102
内蒙古大道与蜀望路交叉口西北100米,大邑县,[],[],[],成都市,[],B0FFIP1AE8,[],"103.512334,30.567264",大邑新耍都,[],[],四川省,[],[],0,[],购物服务;商场;购物中心,060101
新华西路街道八宝街9号,青羊区,[],[],[],成都市,[],B001C8OSFV,[],"104.061732,30.67154",万和广场,[],[],四川省,[],[],0,[],购物服务;商场;购物中心,060101
鞋都南路177号,武侯区,[],[],[],成都市,[],B0FFG8ZS74,[],"103.980931,30.598367",中国女鞋之都工厂联盟订货中心,[],[],四川省,[],[],0,028-85005599;028-85541319,购物服务;商场;购物中心,060101
鸥鹏大道3号,龙泉驿区,[],[],[],成都市,[],B001C013E0,[],"104.269268,30.559793",芝龙商城,[],[],四川省,[],[],0,[],购物服务;商场;普通商场,060102
新希望大道二段22西北方向5米,双流区,[],[],[],成都市,[],B0FFGVVPPZ,[],"104.063472,30.520848",清水湾商业广场,[],[],四川省,[],[],0,[],生活服务;中介机构;中介机构,071600
锦绣路176号,龙泉驿区,[],[],[],成都市,[],B0FFIITV6I,[],"104.30757,30.603243",阳光世界,[],[],四川省,[],[],0,[],购物服务;商场;普通商场|购物服务;商场;购物中心,060102|060101
人民北路二段268-附4号附近,金牛区,[],[],[],成都市,[],B0FFGZWG1T,[],"104.073692,30.693705",蜀都综合商场,[],[],四川省,[],[],0,[],购物服务;商场;普通商场,060102
锦城大道666号(近地铁1号线孵化园站),武侯区,[],[],[],成都市,[],B001C8NYYI,[],"104.062131,30.576403",奥克斯广场,[],[],四川省,[],[],0,028-85323232;028-88882888,购物服务;商场;购物中心,060101
机投镇永康路608号,武侯区,[],[],[],成都市,[],B0FFGC96EB,[],"103.961189,30.641201",兴鑫商业广场,[],[],四川省,[],[],0,[],购物服务;商场;商场,060100
朝阳中路366号,彭州市,[],[],[],成都市,[],B0FFFPA6WC,[],"103.953207,30.98907",昇华台商业广场,[],[],四川省,[],[],0,[],购物服务;购物相关场所;购物相关场所,060000
大件路白家段280号,双流区,[],[],[],成都市,[],B0FFI02737,[],"104.008324,30.569417",蓝光空港COCOMALL(B馆),[],[],四川省,[],[],0,028-85858881,购物服务;商场;购物中心|购物服务;商场;普通商场,060101|060102
中兴南街88附近,崇州市,[],[],[],成都市,[],B0GUML8GCR,[],"103.747630,30.663112",鸿都购物中心(羊马店),[],[],四川省,[],[],0,[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100
二环路西二段19号仁和春天百货F3,青羊区,[],[],[],成都市,[],B0FFLEEJ7G,[],"104.020830,30.663883",仁和春天百货-残疾人专用,[],[],四川省,[],[],0,[],购物服务;购物相关场所;购物相关场所,060000
永丰路24号国际花园9栋2单元,武侯区,[],[],202,成都市,[],B0FFJED891,[],"104.047688,30.630562",新世纪百货(肖家河东四巷店),B0FFFPGCN7,[],四川省,[],[],0,[],购物服务;便民商店/便利店;便民商店/便利店,060200
